-0.29854	3.7795e-06
-0.28354	3.95103e-06
-0.26854	3.97456e-06
-0.25354	4.19294e-06
-0.23854	4.3555e-06
-0.22354	4.25559e-06
-0.20854	4.5044e-06
-0.19354	4.54447e-06
-0.17854	4.63328e-06
-0.16354	4.62723e-06
-0.14854	4.77769e-06
-0.13354	5.01747e-06
-0.11854	5.19248e-06
-0.10354	5.12036e-06
-0.0885399	5.31637e-06
-0.0735399	5.5976e-06
-0.0585399	5.94363e-06
-0.0435399	6.44565e-06
-0.0285399	7.18725e-06
-0.0135399	8.11358e-06
0.0014601	8.89438e-06
0.0164601	8.38918e-06
0.0314601	7.86701e-06
0.0464601	7.72348e-06
0.0614601	7.19057e-06
0.0764601	7.00107e-06
0.0914601	6.73091e-06
0.10646	6.65943e-06
0.12146	6.43009e-06
0.13646	6.23209e-06
0.15146	6.10587e-06
0.16646	5.92913e-06
0.18146	5.79913e-06
0.19646	5.83825e-06
0.21146	5.76407e-06
0.22646	5.57212e-06
0.24146	5.48004e-06
0.25646	5.27823e-06
0.27146	5.3763e-06
0.28646	5.379e-06
0.30146	5.35976e-06
