-0.223473	5.10757e-06
-0.208473	4.91083e-06
-0.193473	4.71772e-06
-0.178473	4.50773e-06
-0.163473	4.31053e-06
-0.148473	4.17408e-06
-0.133473	4.14558e-06
-0.118473	4.18844e-06
-0.103473	4.38405e-06
-0.0884731	4.55075e-06
-0.0734731	4.59986e-06
-0.0584731	4.7236e-06
-0.0434731	4.97514e-06
-0.0284731	5.18873e-06
-0.0134731	5.31954e-06
0.0015269	5.72034e-06
0.0165269	6.12693e-06
0.0315269	6.20355e-06
0.0465269	6.89307e-06
0.0615269	8.5814e-06
0.0765269	8.89438e-06
0.0915269	7.83113e-06
0.106527	6.88794e-06
0.121527	6.27786e-06
0.136527	5.81805e-06
0.151527	5.46554e-06
0.166527	5.08932e-06
0.181527	4.90447e-06
0.196527	4.75872e-06
0.211527	4.68093e-06
0.226527	4.75837e-06
0.241527	4.9114e-06
0.256527	4.87377e-06
0.271527	4.83586e-06
0.286527	4.84536e-06
0.301527	5.11658e-06
0.316527	5.06457e-06
0.331527	5.0088e-06
0.346527	4.86907e-06
0.361527	4.66885e-06
0.376527	4.39236e-06
